station_name,operator,address,city,district_area,state,pincode,latitude,longitude,num_chargers,connector_types,power_kw,status,pricing,source_url,coord_precision,corridor
Vel Saravana bhavan,Zeon Charging,"Bypass Road, opp. Velu Mahal, Chennamanayakkanpatti",Dindigul,Dindigul,Tamil Nadu,624001.0,10.386,77.96756,1,CCS (Type 2),60.0,Operational,24.90/kWh,https://www.evchargestation.in/ev-station/vel-saravana-bhavan-dindigul-tamil-nadu,verified (site page),Urban/City
Ather - Hotel Temple City (Genguvarpatti),Ather Grid,"NH45, Chennai-Theni Hwy, Genguvarpatti, Dindigul",Genguvarpatti,Dindigul,Tamil Nadu,,10.3,77.85,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Dindigul,approximate (town/road-level),NH45/NH85 Chennai-Theni
Kodai Resort Hotel,Private,"14/21, 19c-c1 Coolie Ghat Rd, Anandagiri 7th St, Kodaikanal, Dindigul",Kodaikanal,Dindigul,Tamil Nadu,,10.2381,77.4892,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Dindigul,approximate (town/road-level),Kodaikanal hill road
Kodaikanal - Dvara,Zeon Charging,"Dvara, Kodaikanal, 624101",Kodaikanal,Dindigul,Tamil Nadu,624101.0,10.2703875,77.4922031,2,Type 2 (AC),22 kW,Operational,,https://zeoncharging.com/ev-charging-kodaikanal-dvara-kodaikanal-tamil-nadu-india-624101,verified (site page),Kodaikanal hill station
Kodaikanal - Great Trails by GRT Hotels,Zeon Charging,"Great Trails by GRT Hotels, Kodaikanal, 624101",Kodaikanal,Dindigul,Tamil Nadu,624101.0,10.275361,77.4862,1,Type 2 (AC),22 kW,Operational,,https://zeoncharging.com/ev-charging-kodaikanal-great-trails-by-grt-hotels-kodaikanal-tamil-nadu-india-624101,verified (site page),Kodaikanal hill station
Kodaikanal - Green Pastures by Hill Country,Zeon Charging,"Green Pastures by Hill Country, Kodaikanal, 624101",Kodaikanal,Dindigul,Tamil Nadu,624101.0,10.2700375,77.4887969,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-kodaikanal-green-pastures-by-hill-country-kodaikanal-tamil-nadu-india-624101,verified (site page),Kodaikanal hill station
Kodaikanal - Mango Hills Resort,Zeon Charging,"Mango Hills Resort, Kodaikanal, 624101",Kodaikanal,Dindigul,Tamil Nadu,624101.0,10.250522909025351,77.49855685830119,1,Type 2 (AC),7 kW,Operational,,https://zeoncharging.com/ev-charging-kodaikanal-mango-hills-resort-kodaikanal-tamil-nadu-india-624101,verified (site page),Kodaikanal hill station
Zeon - Hotel Kodai International,Zeon Charging,"Hotel Kodai International, 17/328, Laws Ghat Rd, Kodaikanal, Dindigul",Kodaikanal,Dindigul,Tamil Nadu,,10.2381,77.4892,1,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Dindigul,approximate (town/road-level),Kodaikanal hill road
IOCL - Amman Distributors,IOCL,"Kullalakundu, Nilakotai, Dindigul",Nilakottai,Dindigul,Tamil Nadu,,10.1667,77.9167,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Dindigul,approximate (town/road-level),NH45 Dindigul-Madurai
IOCL - PSM,IOCL,"SF No. 95/1 & 95/2, Idayakottai, Oddenchatram Tk, Dindigul",Oddanchatram,Dindigul,Tamil Nadu,,10.4667,77.7,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Dindigul,approximate (town/road-level),Dindigul-Palani road
Oddanchatram - Hotel Apoorva,Zeon Charging,"Naganampatty, 624619",Oddanchatram,Dindigul,Tamil Nadu,624619.0,10.5035125,77.7612656,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-oddanchatram-hotel-apoorva-gq36-cg2-naganampatty-tamil-nadu-india-624619,verified (site page),Dindigul-Palani road
Ather - Kaveri (Palani),Ather Grid,"189/1C2, Ayakudi, Dindigul Main Rd, Palani",Palani,Dindigul,Tamil Nadu,,10.4499,77.5172,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Dindigul,approximate (town/road-level),NH83 Dindigul-Palani
Palani - Ganpat Grand,Zeon Charging,"Adivaram Road, Palani, 624601",Palani,Dindigul,Tamil Nadu,624601.0,10.4426657,77.5204763,2,"CCS2 (DC), Type 2 (AC)",24kW DC / 7.4kW AC,Operational,,https://zeoncharging.com/ev-charging-palani-ganpat-grand-adivaram-road-624601,verified (site page),Palani town
Palani - Sakra Towers,Zeon Charging,"Trichy-Dindigul Road, Palani, 624601",Palani,Dindigul,Tamil Nadu,624601.0,10.4475744,77.5332106,3,"16A AC, CCS2 (DC)",3.3kW AC / 40kW DC,Operational,,https://zeoncharging.com/ev-charging-palani-sakra-towers-trichy-dindugal-road-624601,verified (site page),NH83 Dindigul-Palani
Regency Palani by GRT Hotels,Zeon Charging,"891A7 Udumalpet Main Rd, opp Hero Motors, Sivagiripatti, Palani, 624601",Palani,Dindigul,Tamil Nadu,624601.0,10.4565375,77.5017656,2,"CCS2 (DC), Type 2 (AC)",30kW DC / 7kW AC,Operational,,https://zeoncharging.com/ev-charging-regency-palani-by-grt-hotels-fg42-jp6-sivagiripatti-tamil-nadu-india-624601,verified (site page),Palani town
Panjampatti (Dindigul) - Sri Yogiram Grand Mahal,Zeon Charging,"Chennai-Theni Hwy, Panchametti Pirivu, Vakkampatti, 624303",Panjampatti,Dindigul,Tamil Nadu,624303.0,10.3253125,77.9161875,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-panjanpatti-n-sri-yogiram-grand-mahal-panjampatti-dindigul-3-139-vakkampatti-road-624303,verified (site page),NH45/NH85 Chennai-Theni
Jio BP Dindigul,JIO BP Pulse (India),"Marambadi Road, Innasiyarpuram",Thadikombu,Dindigul,Tamil Nadu,624709.0,10.42633,77.95391,1,CCS (Type 2),30.0,Operational,20/kWh,https://www.evchargestation.in/ev-station/jio-bp-dindigul-thadikombu-tamil-nadu,verified (site page),Urban/City
Chithode - Texvalley Mall,Zeon Charging,"9JCW+PX8 Kankapuram, Texvalley Mall, 638102",Chithode,Erode,Tamil Nadu,638102.0,11.3717875,77.6474531,8,"16A (AC), Type 2 (AC), CCS2 (DC)",3.3-120 kW,Operational,,https://zeoncharging.com/ev-charging-chithode-texvalley-mall-9jcw-px8-kankapuram-tamil-nadu-india-638102,verified (site page),NH544 Coimbatore-Salem belt
Milky Mist Cafe Erode Sathy Highway,Zeon Charging,"Kandhasamiyur, Gobi Main Road, Ellispettai",Erode,Erode,Tamil Nadu,638012.0,11.3998,77.62536,1,CCS (Type 2),50.0,Operational,On request,https://www.evchargestation.in/ev-station/milky-mist-cafe-erode-sathy-highway-erode-tamil-nadu,verified (site page),Urban/City
Texvalley,Zeon Charging,"NH 544, Salem - Cochin Highway, Gangapuram Chithode",Erode,Erode,Tamil Nadu,638102.0,11.37172,77.64731,1,"IEC 60309 3-pin, CCS (Type 2), Type 2 (Tethered)",60.0,Operational,On request,https://www.evchargestation.in/ev-station/texvalley-erode-tamil-nadu,verified (site page),Urban/City
Victory Tata,Zeon Charging,"No 327, S.F 2B, Erode - Perundurai Road",Erode,Erode,Tamil Nadu,638012.0,11.31239,77.66505,1,CCS (Type 2),24.0,Operational,On request,https://www.evchargestation.in/ev-station/victory-tata-erode-tamil-nadu,verified (site page),Urban/City
Gobichettipalayam - Zeon Cinemas,Zeon Charging,"Gobichettipalayam, 638452",Gobichettipalayam,Erode,Tamil Nadu,638452.0,11.4526375,77.4347656,1,Type 2 (AC),7.4 kW,Operational,,https://zeoncharging.com/ev-charging-gobichettipalayam-zeon-cinemas-fc3m-3w2-gobichettipalayam-tamil-nadu-india-638452,verified (site page),Erode-Gobichettipalayam
Perundurai - Katteeri's / Sri Kongu Bakes,Zeon Charging,"7HJ5+64F Pallakkattur, 638057",Perundurai,Erode,Tamil Nadu,638057.0,11.2805625,77.5577969,3,"16A (AC), CCS2 (DC)",3.3kW AC / 60kW DC,Operational,,https://zeoncharging.com/ev-charging-perundurai-katteeri-s-sri-kongu-bakes-7hj5-64f-pallakkattur-tamil-nadu-india-638057,verified (site page),NH544 Coimbatore-Salem belt
Perundurai - MDS Bakes,Zeon Charging,"SIPCOT Engineering SEZ Rd, Perundurai, 638052",Perundurai,Erode,Tamil Nadu,638052.0,11.258,77.5495,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-erode-perundurai-mds-bakes-7g5x-6q9-perundurai-tamil-nadu-638052,verified (site page),NH544 Coimbatore-Kochi belt (Perundurai)
Vijayamangalam Toll - Pannaiyar Bakes,Zeon Charging,"Vijayamangalam Toll Plaza, 638056",Vijayamangalam,Erode,Tamil Nadu,638056.0,11.2445125,77.5181094,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-vijayamangalam-toll-pannaiyar-bakes-vijayamangalam-tamil-nadu-india-638056,verified (site page),NH544 Coimbatore-Salem
Chennai Silks Hosur,Unknown Operator,"181/182 Sipcot Complex Phase 1 Mookondapalli, Bangalore - Chennai Highway",Hosur,Hosur,Tamil Nadu,635126.0,12.74717,77.81056,1,CCS (Type 2),60.0,Operational,18/kWh,https://www.evchargestation.in/ev-station/chennai-silks-hosur-tamil-nadu,verified (site page),Urban/City
Hotel Hills Hosur,Tata Power,"No 41, SIPCOT Industrial Complex, Phase 1, Mookondapalli",Hosur,Hosur,Tamil Nadu,635126.0,12.75413,77.80406,1,"CCS (Type 2), Type 2 (Tethered)",30.0,Operational,21/kWh,https://www.evchargestation.in/ev-station/hotel-hills-hosur-hosur-tamil-nadu,verified (site page),Urban/City
True Sai Tata,Tata Power,Survey No 46/1A and 47/1A Thorapalli Agraharam,Hosur,Hosur,Tamil Nadu,635109.0,12.71741,77.87594,1,"CCS (Type 2), CHAdeMO",25.0,Operational,21/kWh,https://www.evchargestation.in/ev-station/true-sai-tata-hosur-tamil-nadu,verified (site page),Urban/City
Jio BP Hosur,JIO BP Pulse (India),NH - 44,Kamandoddi,Hosur,Tamil Nadu,635109.0,12.68784,77.92684,1,CCS (Type 2),30.0,Operational,20/kWh,https://www.evchargestation.in/ev-station/jio-bp-hosur-kamandoddi-tamil-nadu,verified (site page),Urban/City
Muscat bakery & Restaurants,Unknown Operator,"A16 & A17, SIPCOT Industrial Park, Bangalore highway, Near Hyundai Company",Irungattukottai,Irungattukottai,Tamil Nadu,602105.0,13.008010578515618,79.99673028011085,3,"CCS (Type 2), Type 2 (Tethered), CHAdeMO",50.0,Operational,Rs 20.5/kWh,https://www.evchargestation.in/ev-station/muscat-bakery-restaurants-irungattukottai-tamil-nadu,verified (site page),Urban/City
Courtyard by Marriott Madurai,Chargezone (India),"168, Alagar Kovil Main Rd, next to Circuit House",Madurai,KK Nagar,Tamil Nadu,625002.0,9.941091589488616,78.13946537829216,1,CCS (Type 2),30.0,Operational,21/kWh,https://www.evchargestation.in/ev-station/courtyard-by-marriott-madurai-madurai-tamil-nadu,verified (site page),Urban/City
Kallakurichi - District Collector Office,Zeon Charging,"Near Susila College of Education, 606206",Kallakurichi,Kallakurichi,Tamil Nadu,606206.0,11.7381803,79.0419118,7,"CCS2 (DC), Type 2 (AC)",120kW DC / 3.3kW AC,Operational,,https://zeoncharging.com/ev-charging-kallakurichi-district-collector-office-p2pv-q2h-villupuram-tamil-nadu-606206-india-606206,verified (site page),Kallakurichi town
"Thachur, Kallakurichi - Adyar Ananda Bhavan",Zeon Charging,"SF NO 185, 1B, Salem Main Rd, near Kallakkurichi Block, Raja Nagar, Kallakurichi, 606202",Kallakurichi,Kallakurichi,Tamil Nadu,606202.0,11.7109375,78.9479375,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-thachur-kallakurichi-adyar-ananda-bhavan-pw6x-95-kallakurichi-tamil-nadu-india-606202,verified (site page),Salem Main Road Kallakurichi
Hotel Sri Mu Saravana Bhavan,Unknown Operator,"NH - 544, Meenakshi Amman Nagar, Kamachipuram",Coimbatore,Kamachipuram,Tamil Nadu,641016.0,11.00142,77.06625,1,CCS (Type 2),25.0,Operational,On request,https://www.evchargestation.in/ev-station/hotel-sri-mu-saravana-bhavan-coimbatore-tamil-nadu,verified (site page),Urban/City
Melmaruvathur - McDonald's (AVK Fuel Station),Zeon Charging,"AVK Fuel Station, Sirungalur, Sothupakkam, 603319",Melmaruvathur,Kancheepuram,Tamil Nadu,603319.0,12.4466881,79.8381435,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-sothupakkam-melmaruvathur-mc-donald-s-avk-fuel-station-603319,verified (site page),NH45 Chennai-Trichy near Melmaruvathur
Kanchipuram - Dindigul Thalappakatti Restaurant,Zeon Charging,"Kanchipuram, 631552",Kanchipuram,Kanchipuram,Tamil Nadu,631552.0,12.8342,79.7036,1,,,Operational,,https://zeoncharging.com/ev-charging-kanchipuram-dindigul-thalappakatti-restaurant-129-631552,approximate (town-level),NH48 Kanchipuram
Kanchipuram - Regency by GRT Hotels,Zeon Charging,"Gandhi Road, Ennaikaran, Kanchipuram, 631502",Kanchipuram,Kanchipuram,Tamil Nadu,631502.0,12.8284745,79.7066795,1,Type 2 (AC),22 kW,Operational,,https://zeoncharging.com/ev-charging-kanchipuram-regency-by-grt-hotels-regency-kanchipuram-by-grt-hotels-gandhi-road-ennaikaran-kanchipuram-tamil-nadu-in,verified (site page),NH48 Kanchipuram
MM Legacy,Relux Electric (India),"Jameen Bus Stop, NH45",Kanchipuram,Kanchipuram,Tamil Nadu,635812.0,12.9036054,80.167116,1,CCS (Type 2),60.0,Operational,Rs.22/-,https://www.evchargestation.in/ev-station/mm-legacy-kanchipuram-tamil-nadu,verified (site page),Urban/City
Fairfield By Marriott Sriperumbudur,Marriott (Private),"Chennai-Ranipet-Chitoor-Kolar-Bangalore Rd, Sriperumbudur, 602106",Sriperumbudur,Kanchipuram,Tamil Nadu,602106.0,12.9698,79.9422,1,CCS (Type 2),,Operational,,https://www.meraev.com/charging-stations-in/chennai,approximate (town/road-level),NH48 Chennai-Bangalore
Pondur - Oragadam,Unknown Operator,"SH 57, SIPCOT Vallam Vadagal, Sriperumbudur, 602105",Sriperumbudur,Kanchipuram,Tamil Nadu,602105.0,12.9698,79.9422,1,CCS (Type 2),,Operational,,https://www.meraev.com/charging-stations-in/chennai,approximate (town/road-level),NH48 Chennai-Bangalore
Statiq - Cafe Udupi Ruchi (Uthiramerur),Statiq (IN),"VGW9+XWM, Chithanji, Uthiramerur, Vellore",Uthiramerur,Kanchipuram,Tamil Nadu,,12.6167,79.75,3,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
Ather-Hotel Sahana,Ather Grid,"17/66, 66A Vivekandapuram, Main Road, Kanyakumari",Kanyakumari,Kanyakumari,Tamil Nadu,,8.1,77.5333,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Kanyakumari,approximate (town/road-level),Kanyakumari town
IOCL - Jackys,IOCL,"Kannanagam Jn To Nithiravilai Jn, SH 179, Kanyakumari",Kanyakumari,Kanyakumari,Tamil Nadu,,8.1,77.5333,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Kanyakumari,approximate (town/road-level),SH179 Kanyakumari
Kazam - Perumalpuram,Kazam,"Perumalpuram, Kanyakumari",Kanyakumari,Kanyakumari,Tamil Nadu,,8.7333,77.7167,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Kanyakumari,approximate (town/road-level),Kanyakumari district
Ather-Marshal E Tech,Ather Grid,"2/119, Marshal E Tech, Mission Compound, Kottaram, Kanyakumari",Kottaram,Kanyakumari,Tamil Nadu,,8.1,77.5333,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Kanyakumari,approximate (town/road-level),Kanyakumari district
Marshal E-Tech Relux,Marshal E-Tech,"2-119/5, Mission Compound, Kottaram, Kanyakumari, 629703",Kottaram,Kanyakumari,Tamil Nadu,629703.0,8.1,77.5333,1,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Kanyakumari,approximate (town/road-level),Kanyakumari district
Ather-Marthandam,Ather Grid,"Natesh Bhavan, Brammanam Kattuvilai Veedu, Kanjiracode, Kanyakumari",Marthandam,Kanyakumari,Tamil Nadu,,8.3106,77.2181,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Kanyakumari,approximate (town/road-level),Kanyakumari district
Ather-Nagercoil,Ather Grid,"Tirunelveli Main Rd, Therakalputhoor, Kanyakumari",Nagercoil,Kanyakumari,Tamil Nadu,,8.178,77.434,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Kanyakumari,approximate (town/road-level),NH44 Nagercoil
"Nagercoil, Thovalai - Carnival City",Zeon Charging,"6GH5+7CP Thovalai, A-14 Nagercoil Bypass Four Lane Road, 629302",Nagercoil,Kanyakumari,Tamil Nadu,629302.0,8.2282125,77.5085781,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-nagercoil-thovalai-carnival-city-6gh5-7cp-thovalai-tamil-nadu-629302-india-629302,verified (site page),NH44 Nagercoil bypass
Ather-Y.M.A,Ather Grid,"Kurusady Vilakku, Mainroad Thovalai (Po), Aralvaimoli, Kanyakumari",Thovalai,Kanyakumari,Tamil Nadu,,8.2333,77.3167,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Kanyakumari,approximate (town/road-level),NH44 near Kanyakumari
Hotel Malar,Zeon Charging,"159, Madurai Main Road",Karaikudi,Karaikudi,Tamil Nadu,630001.0,10.07009,78.76079,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/hotel-malar-karaikudi-tamil-nadu,verified (site page),Urban/City
Aravakurichi - Hotel Akshaya,Zeon Charging,"NH-44 bye pass, Salem-Madurai Rd, Ponnusamygoundar Puram, Aravakurichi, 639201",Aravakurichi,Karur,Tamil Nadu,639201.0,10.7760375,77.9196094,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-ponnusamygoundar-puram-aravakurichi-hotel-akshaya-nh-7-bye-pass-639201,verified (site page),NH44 Karur-Aravakurichi
11 to 11 Family Restaurant,GO EC (IN),"2, Manmangalam Semmadai, Karur Bypass",Karur,Karur,Tamil Nadu,639006.0,11.012148322555577,78.06795342843543,1,CCS (Type 2),25.0,Operational,25.5/kWh,https://www.evchargestation.in/ev-station/11-to-11-family-restaurant-karur-tamil-nadu,verified (site page),Urban/City
Karur - AKR Textile,Zeon Charging,"Karur, 639008",Karur,Karur,Tamil Nadu,639008.0,10.9638625,78.0480469,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-karur-akr-textile-karur-kongu-mess-covai-road-x27x-g6v-karur-tamil-nadu-india-639008,verified (site page),Karur city
Karur - Hotel Le Bond,Zeon Charging,"1, 3rd cross, Vaiyapuri Nagar, Gandhi Puram, Karur, 639002",Karur,Karur,Tamil Nadu,639002.0,10.9609875,78.0685156,2,Type 2 (AC),7 kW,Operational,,https://zeoncharging.com/ev-charging-karur-hotel-le-bond-x369-9cr-karur-tamil-nadu-india-639002,verified (site page),Karur city
Sri Venkateshwara Auto Fuels,Statiq (IN),Karur - Trichy Bypass,Karur,Karur,Tamil Nadu,639001.0,10.90851,78.10009,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/sri-venkateshwara-auto-fuels-karur-tamil-nadu,verified (site page),Urban/City
Subbanna Hotel,Zeon Charging,"Madurai Bypass Road, Service Road, L G B Nagar",Karur,Karur,Tamil Nadu,639001.0,10.95773,78.06033,1,CCS (Type 2),60.0,Operational,26.49/kWh,https://www.evchargestation.in/ev-station/subbanna-hotel-karur-tamil-nadu,verified (site page),Urban/City
The True Saai Works Karur,Tata Power,"Salem Bypass Road, opposite Spring Field, Periya",Karur,Karur,Tamil Nadu,639002.0,10.97867,78.06428,1,CCS (Type 2),30.0,Operational,21/kWh,https://www.evchargestation.in/ev-station/the-true-saai-works-karur-karur-tamil-nadu,verified (site page),Urban/City
Kulithalai - Nimalan Food Court,Zeon Charging,"Trichy-Karur Main Road, Vadhiyam, 639105",Kulithalai,Karur,Tamil Nadu,639105.0,10.9518598,78.3902667,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-vadhiyam-kulithalai-nimalan-food-court-trichy-karur-main-road-639105,verified (site page),NH38/NH83 Trichy-Karur
Thennilai (Karur) - A2B,Zeon Charging,"Aravakurichi A2B building compound, Thennilai, 639206",Thennilai,Karur,Tamil Nadu,639206.0,10.9570715,77.8517344,2,CCS2 (DC),50 kW,Operational,,https://zeoncharging.com/ev-charging-thennilai-karur-a2b-aravakurichi-a2b-building-compound-639206,verified (site page),NH67 Karur-Aravakurichi
BPCL Manamadurai,Statiq (IN),"NH - 87, near Bus Stand, Kilangattur",ManaMadurai,Kilangattur,Tamil Nadu,630609.0,9.68846,78.44998,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/bpcl-manamadurai-manamadurai-tamil-nadu,verified (site page),Urban/City
Annalakshmi Drive in,Unknown Operator,HRM Building 27/172 Donnington Road Johnstone Square,Kotagiri,Kotagiri,Tamil Nadu,643217.0,11.42336,76.86669,1,CCS (Type 2),15.0,Operational,On request,https://www.evchargestation.in/ev-station/annalakshmi-drive-in-kotagiri-tamil-nadu,verified (site page),Urban/City
Hosur - The Chennai Silks / A2B,Zeon Charging,"Hosur, 635126",Hosur,Krishnagiri,Tamil Nadu,635126.0,12.747173846676482,77.81028331163938,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-hosur-the-chennai-silks-a2b-hosur-635126,verified (site page),Chennai-Bangalore highway (NH44/NH48 Hosur)
Siri Motors,Statiq (IN),"S3 Plaza, Door No 3/61 Opp to Ashok Leyland Phase II, Eshwar Nagar Gandhinagar",Hosur,Krishnagiri,Tamil Nadu,635109.0,12.71462,77.88475,1,CCS (Type 2),60.0,Operational,14.99/kWh,https://www.evchargestation.in/ev-station/siri-motors-hosur-tamil-nadu,verified (site page),Urban/City
HPCL Shoolagiri,Relux Electric (India),"NH 44, Shoolagiri",Krishnagiri,Krishnagiri,Tamil Nadu,637115.0,12.6667009,78.00280462,1,CCS (Type 2),30.0,Operational,Rs.24/-,https://www.evchargestation.in/ev-station/hpcl-shoolagiri-krishnagiri-tamil-nadu,verified (site page),Urban/City
Hotel Saravanaa Bavaa,Chargezone (India),NH - 44,Krishnagiri,Krishnagiri,Tamil Nadu,635115.0,12.589202811747697,78.14394723142271,1,CCS (Type 2),120.0,Operational,21/kWh,https://www.evchargestation.in/ev-station/hotel-saravanaa-bavaa-krishnagiri-tamil-nadu,verified (site page),Urban/City
Hotel Saravanaa Bhava,Chargezone (India),"Next to Tollgate, Opp to IOC Petrol Bunk, Krishnagiri to Bangalore Highway",Krishnagiri,Krishnagiri,Tamil Nadu,635121.0,12.57037,78.17235,1,CCS (Type 2),120.0,Operational,21/kWh,https://www.evchargestation.in/ev-station/hotel-saravanaa-bhava-krishnagiri-tamil-nadu,verified (site page),Urban/City
"Krishnagiri - KFC, Burger King, Saravana Bhavan, McDonalds",Zeon Charging,"Bangalore Highway, Polupalli, 635115",Krishnagiri,Krishnagiri,Tamil Nadu,635115.0,12.5820379,78.1570993,3,CCS2 (DC),50-60 kW,Operational,,https://zeoncharging.com/ev-charging-krishnagiri-kfc-burger-king-saravana-bhavan-mcdonalds-zeon-charging-station-bangalore-highway-polupalli-tamil-nadu-i,verified (site page),NH44 Chennai-Bangalore highway
Sree Saravana Bhavan Veg. Treat,Zeon Charging,"Hotel Surya Complex NH - 44, Polupalli",Krishnagiri,Krishnagiri,Tamil Nadu,635115.0,12.5819,78.15707,1,CCS (Type 2),60.0,Operational,On request,https://www.evchargestation.in/ev-station/sree-saravana-bhavan-veg-treat-krishnagiri-tamil-nadu,verified (site page),Urban/City
Jio BP Hosur - 2,JIO BP Pulse (India),"Survey No 322/1B & 2B & 3B Sappadi, Hosur - Krishnagiri Road",Nallaganakothapalli,Krishnagiri,Tamil Nadu,635117.0,12.67108,77.97997,1,CCS (Type 2),60.0,Operational,20/kWh,https://www.evchargestation.in/ev-station/jio-bp-hosur-2-nallaganakothapalli-tamil-nadu,verified (site page),Urban/City
Shoolagiri - D Square Mall,Zeon Charging,"Shoolagiri, 635117",Shoolagiri,Krishnagiri,Tamil Nadu,635117.0,12.6461084,78.0472811,1,CCS2 (DC),50 kW,Operational,,https://zeoncharging.com/ev-charging-shoolagiri-d-square-mall-zeon-charging-station-shoolagiri-tamil-nadu-635117-india-635117,verified (site page),NH44 Chennai-Bangalore highway
Saravana Bhavan Classic,Statiq (IN),"NH - 44, near Krishnagiri",Sikkarimedu,Krishnagiri,Tamil Nadu,635115.0,12.58858,78.14646,1,CCS (Type 2),60.0,Operational,14.99/kWh,https://www.evchargestation.in/ev-station/saravana-bhavan-classic-sikkarimedu-tamil-nadu,verified (site page),Urban/City
Cafe Coffee Day,Chargezone (India),Ground Floor No 161-1A Kuthampakkam Village,Chennai,Kuthampakkam,Tamil Nadu,635804.0,12.888168188363297,78.87963197158584,5,CCS (Type 2),360.0,Operational,On request,https://www.evchargestation.in/ev-station/cafe-coffee-day-chennai-tamil-nadu,verified (site page),Urban/City
Alampatti - Hotel Temple City,Zeon Charging,"QWQV+745 Katram Patti, Thirumangalam-Rajapalayam NH Road, T Pudupatti, 625704",Alampatti,Madurai,Tamil Nadu,625704.0,9.7881375,77.9428594,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-katram-patti-alampatti-hotel-temple-city-qwqv-745-katram-patti-tamil-nadu-india-625704,verified (site page),NH44 Madurai-Rajapalayam
Ayyankottai - Temple City Xpress,Zeon Charging,"Bangalore Highway 298 Service Rd, Near Ayyanar Temple, NH7 19th Km, Madurai, 625221",Ayyankottai,Madurai,Tamil Nadu,625221.0,10.0345375,78.0132656,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-ayyankottai-temple-city-xpress-22m7-r86-ayyankottai-tamil-nadu-india-625221,verified (site page),NH7 Madurai
Amika Hotel Madurai,Unknown Operator,"269/1D1, NH - 38, Avaniyapuram",Madurai,Madurai,Tamil Nadu,625012.0,9.86373,78.12427,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/amika-hotel-madurai-madurai-tamil-nadu,verified (site page),Urban/City
Ather-Hotel Temple City (Melur Main Rd),Ather Grid,"Melur Main Rd, Uthangudi, Madurai",Madurai,Madurai,Tamil Nadu,,9.8827,78.0873,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/madurai,approximate (town/road-level),Madurai-Virudhunagar/Melur
Ather-Mandeep Marble And Stones,Ather Grid,"Nr. Toll Gate No.5, Ring Road, Madurai-22, NH38",Madurai,Madurai,Tamil Nadu,625022.0,9.9252,78.1198,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/madurai,approximate (town/road-level),NH38 Madurai Ring Road
Ather-Mug & Beans Charging Station,Ather Grid,"Moolakarai, 61/1, Madurai-Thirumangalam Rd, Pasumalai, Madurai",Madurai,Madurai,Tamil Nadu,,9.8971,78.0876,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/madurai,approximate (town/road-level),NH44 Madurai-Virudhunagar
Ever Power Charging Station,Unknown Operator,"NH - 44, near Anna University, Kilakuyilkudi",Madurai,Madurai,Tamil Nadu,625006.0,9.9017,78.04536,1,CCS (Type 2),25.0,Operational,On request,https://www.evchargestation.in/ev-station/ever-power-charging-station-madurai-tamil-nadu,verified (site page),Urban/City
